STARTIME,Start Time,TRIPTIME,Mode_Group,Mode,Mode2,STOPS,Number of Stops
770,1900-01-00 12:50,55,Bus,Bus,PT,3,3+
930,1900-01-00 15:30,36,Bus,Bus,PT,3,3+
1190,1900-01-00 19:50,40,Vehicle Driver,Car,Car,1,1
1370,1900-01-00 22:50,50,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,15,Vehicle Driver,Car,Car,1,1
870,1900-01-00 14:30,15,Vehicle Driver,Car,Car,1,1
720,1900-01-00 12:00,10,Walking,Walking,Walking,1,1
750,1900-01-00 12:30,45,Walking,Walking,Walking,1,1
795,1900-01-00 13:15,25,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,8,Vehicle Driver,Car,Car,1,1
780,1900-01-00 13:00,15,Vehicle Driver,Car,Car,1,1
540,1900-01-00 9:00,5,Walking,Walking,Walking,1,1
830,1900-01-00 13:50,10,Vehicle Passenger,Car,Car,1,1
960,1900-01-00 16:00,10,Vehicle Passenger,Car,Car,1,1
1045,1900-01-00 17:25,5,Walking,Walking,Walking,1,1
1380,1900-01-00 23:00,3,Walking,Walking,Walking,1,1
1380,1900-01-00 23:00,3,Walking,Walking,Walking,1,1
1050,1900-01-00 17:30,3,Vehicle Passenger,Car,Car,1,1
1140,1900-01-00 19:00,3,Vehicle Passenger,Car,Car,1,1
875,1900-01-00 14:35,55,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,80,Vehicle Driver,Car,Car,1,1
600,1900-01-00 10:00,15,Vehicle Driver,Car,Car,1,1
780,1900-01-00 13:00,15,Vehicle Driver,Car,Car,1,1
615,1900-01-00 10:15,10,Vehicle Driver,Car,Car,1,1
770,1900-01-00 12:50,10,Vehicle Passenger,Car,Car,1,1
960,1900-01-00 16:00,15,Vehicle Passenger,Car,Car,1,1
770,1900-01-00 12:50,10,Vehicle Driver,Car,Car,1,1
960,1900-01-00 16:00,15,Vehicle Driver,Car,Car,1,1
570,1900-01-00 9:30,45,Vehicle Passenger,Car,Car,1,1
840,1900-01-00 14:00,40,Vehicle Passenger,Car,Car,1,1
570,1900-01-00 9:30,45,Vehicle Passenger,Car,Car,1,1
840,1900-01-00 14:00,40,Vehicle Passenger,Car,Car,1,1
1230,1900-01-00 20:30,45,Vehicle Passenger,Car,Car,1,1
1305,1900-01-00 21:45,45,Vehicle Passenger,Car,Car,1,1
1230,1900-01-00 20:30,45,Vehicle Passenger,Car,Car,1,1
1305,1900-01-00 21:45,45,Vehicle Passenger,Car,Car,1,1
1070,1900-01-00 17:50,50,Train,Train,PT,3,3+
700,1900-01-00 11:40,15,Vehicle Passenger,Car,Car,1,1
885,1900-01-00 14:45,15,Vehicle Passenger,Car,Car,1,1
700,1900-01-00 11:40,15,Vehicle Driver,Car,Car,1,1
885,1900-01-00 14:45,15,Vehicle Passenger,Car,Car,1,1
805,1900-01-00 13:25,45,Bus,Bus,PT,3,3+
880,1900-01-00 14:40,5,Walking,Walking,Walking,1,1
645,1900-01-00 10:45,30,Vehicle Driver,Car,Car,1,1
645,1900-01-00 10:45,30,Vehicle Passenger,Car,Car,1,1
735,1900-01-00 12:15,45,Vehicle Driver,Car,Car,1,1
735,1900-01-00 12:15,45,Vehicle Passenger,Car,Car,1,1
525,1900-01-00 8:45,15,Vehicle Passenger,Car,Car,1,1
910,1900-01-00 15:10,20,Vehicle Passenger,Car,Car,1,1
525,1900-01-00 8:45,15,Vehicle Passenger,Car,Car,1,1
910,1900-01-00 15:10,20,Vehicle Passenger,Car,Car,1,1
370,1900-01-00 6:10,15,Vehicle Driver,Car,Car,1,1
780,1900-01-00 13:00,10,Walking,Walking,Walking,1,1
918,1900-01-00 15:18,72,Train,Train,PT,5,3+
1190,1900-01-00 19:50,85,Train,Train,PT,4,3+
690,1900-01-00 11:30,10,Vehicle Driver,Car,Car,1,1
715,1900-01-00 11:55,15,Vehicle Passenger,Car,Car,1,1
870,1900-01-00 14:30,30,Vehicle Passenger,Car,Car,1,1
1140,1900-01-00 19:00,2,Vehicle Passenger,Car,Car,1,1
1200,1900-01-00 20:00,2,Vehicle Passenger,Car,Car,1,1
750,1900-01-00 12:30,2,Bicycle,Bicycle,Bicycle,1,1
1140,1900-01-00 19:00,2,Vehicle Driver,Car,Car,1,1
1200,1900-01-00 20:00,2,Vehicle Driver,Car,Car,1,1
1140,1900-01-00 19:00,2,Vehicle Passenger,Car,Car,1,1
1200,1900-01-00 20:00,2,Vehicle Passenger,Car,Car,1,1
1140,1900-01-00 19:00,3,Vehicle Driver,Car,Car,1,1
1285,1900-01-00 21:25,3,Vehicle Driver,Car,Car,1,1
435,1900-01-00 7:15,5,Vehicle Driver,Car,Car,1,1
470,1900-01-00 7:50,10,Vehicle Driver,Car,Car,1,1
810,1900-01-00 13:30,2,Walking,Walking,Walking,1,1
1085,1900-01-00 18:05,10,Walking,Walking,Walking,1,1
1230,1900-01-00 20:30,5,Walking,Walking,Walking,1,1
1300,1900-01-00 21:40,40,Train,Train,PT,5,3+
1140,1900-01-00 19:00,3,Vehicle Passenger,Car,Car,1,1
1285,1900-01-00 21:25,3,Vehicle Passenger,Car,Car,1,1
1140,1900-01-00 19:00,3,Vehicle Passenger,Car,Car,1,1
1285,1900-01-00 21:25,3,Vehicle Passenger,Car,Car,1,1
550,1900-01-00 9:10,10,Vehicle Driver,Car,Car,1,1
715,1900-01-00 11:55,10,Vehicle Driver,Car,Car,1,1
550,1900-01-00 9:10,10,Vehicle Passenger,Car,Car,1,1
715,1900-01-00 11:55,10,Vehicle Passenger,Car,Car,1,1
945,1900-01-00 15:45,10,Walking,Walking,Walking,1,1
1020,1900-01-00 17:00,10,Walking,Walking,Walking,1,1
750,1900-01-00 12:30,6,Walking,Walking,Walking,1,1
1035,1900-01-00 17:15,15,Vehicle Passenger,Car,Car,1,1
1140,1900-01-00 19:00,15,Vehicle Passenger,Car,Car,1,1
1200,1900-01-00 20:00,15,Vehicle Driver,Car,Car,1,1
1320,1900-01-00 22:00,15,Vehicle Driver,Car,Car,1,1
1035,1900-01-00 17:15,15,Vehicle Driver,Car,Car,1,1
1140,1900-01-00 19:00,15,Vehicle Driver,Car,Car,1,1
875,1900-01-00 14:35,15,Vehicle Passenger,Car,Car,1,1
980,1900-01-00 16:20,20,Vehicle Passenger,Car,Car,1,1
1035,1900-01-00 17:15,15,Vehicle Passenger,Car,Car,1,1
1395,1900-01-00 23:15,30,Vehicle Passenger,Car,Car,1,1
750,1900-01-00 12:30,5,Walking,Walking,Walking,1,1
720,1900-01-00 12:00,10,Walking,Walking,Walking,1,1
765,1900-01-00 12:45,10,Walking,Walking,Walking,1,1
570,1900-01-00 9:30,5,Walking,Walking,Walking,1,1
750,1900-01-00 12:30,5,Walking,Walking,Walking,1,1
1020,1900-01-00 17:00,10,Vehicle Driver,Car,Car,1,1
1150,1900-01-00 19:10,10,Vehicle Driver,Car,Car,1,1
1065,1900-01-00 17:45,25,Vehicle Driver,Car,Car,1,1
1364,1900-01-00 22:44,26,Vehicle Driver,Car,Car,1,1
390,1900-01-00 6:30,20,Vehicle Passenger,Car,Car,1,1
600,1900-01-00 10:00,30,Vehicle Passenger,Car,Car,1,1
690,1900-01-00 11:30,30,Vehicle Passenger,Car,Car,1,1
390,1900-01-00 6:30,20,Vehicle Driver,Car,Car,1,1
600,1900-01-00 10:00,30,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,30,Vehicle Passenger,Car,Car,1,1
1130,1900-01-00 18:50,15,Vehicle Driver,Car,Car,1,1
1205,1900-01-00 20:05,15,Vehicle Driver,Car,Car,1,1
1130,1900-01-00 18:50,15,Vehicle Passenger,Car,Car,1,1
1205,1900-01-00 20:05,15,Vehicle Passenger,Car,Car,1,1
810,1900-01-00 13:30,1,Walking,Walking,Walking,1,1
720,1900-01-00 12:00,10,Walking,Walking,Walking,1,1
825,1900-01-00 13:45,10,Walking,Walking,Walking,1,1
940,1900-01-00 15:40,5,Vehicle Driver,Car,Car,1,1
1290,1900-01-00 21:30,10,Vehicle Driver,Car,Car,1,1
830,1900-01-00 13:50,15,Vehicle Driver,Car,Car,1,1
975,1900-01-00 16:15,5,Vehicle Driver,Car,Car,1,1
830,1900-01-00 13:50,15,Vehicle Passenger,Car,Car,1,1
975,1900-01-00 16:15,5,Vehicle Passenger,Car,Car,1,1
1110,1900-01-00 18:30,30,Vehicle Driver,Car,Car,1,1
1205,1900-01-00 20:05,15,Vehicle Driver,Car,Car,1,1
1265,1900-01-00 21:05,25,Vehicle Driver,Car,Car,1,1
660,1900-01-00 11:00,10,Walking,Walking,Walking,1,1
960,1900-01-00 16:00,10,Walking,Walking,Walking,1,1
1040,1900-01-00 17:20,10,Vehicle Driver,Car,Car,1,1
1170,1900-01-00 19:30,30,Vehicle Driver,Car,Car,1,1
930,1900-01-00 15:30,8,Vehicle Driver,Car,Car,1,1
980,1900-01-00 16:20,45,Vehicle Driver,Car,Car,1,1
930,1900-01-00 15:30,8,Vehicle Passenger,Car,Car,1,1
980,1900-01-00 16:20,45,Vehicle Passenger,Car,Car,1,1
1025,1900-01-00 17:05,55,Train,Train,PT,4,3+
1175,1900-01-00 19:35,55,Train,Train,PT,4,3+
960,1900-01-00 16:00,30,Vehicle Passenger,Car,Car,1,1
1095,1900-01-00 18:15,30,Vehicle Passenger,Car,Car,1,1
960,1900-01-00 16:00,30,Vehicle Driver,Car,Car,1,1
1095,1900-01-00 18:15,30,Vehicle Driver,Car,Car,1,1
775,1900-01-00 12:55,5,Vehicle Driver,Car,Car,1,1
810,1900-01-00 13:30,30,Vehicle Driver,Car,Car,1,1
775,1900-01-00 12:55,5,Vehicle Driver,Car,Car,1,1
810,1900-01-00 13:30,30,Vehicle Passenger,Car,Car,1,1
1065,1900-01-00 17:45,30,Vehicle Driver,Car,Car,1,1
1200,1900-01-00 20:00,30,Vehicle Driver,Car,Car,1,1
610,1900-01-00 10:10,10,Vehicle Driver,Car,Car,1,1
840,1900-01-00 14:00,30,Vehicle Driver,Car,Car,1,1
765,1900-01-00 12:45,15,Vehicle Driver,Car,Car,1,1
540,1900-01-00 9:00,30,Bicycle,Bicycle,Bicycle,1,1
870,1900-01-00 14:30,15,Bicycle,Bicycle,Bicycle,1,1
1130,1900-01-00 18:50,15,Walking,Walking,Walking,1,1
1230,1900-01-00 20:30,15,Walking,Walking,Walking,1,1
784,1900-01-00 13:04,10,Vehicle Driver,Car,Car,1,1
807,1900-01-00 13:27,12,Vehicle Driver,Car,Car,1,1
905,1900-01-00 15:05,70,Train,Train,PT,5,3+
980,1900-01-00 16:20,14,Walking,Walking,Walking,1,1
765,1900-01-00 12:45,5,Vehicle Passenger,Car,Car,1,1
920,1900-01-00 15:20,8,Vehicle Passenger,Car,Car,1,1
1025,1900-01-00 17:05,5,Vehicle Passenger,Car,Car,1,1
1025,1900-01-00 17:05,45,Vehicle Driver,Car,Car,1,1
1095,1900-01-00 18:15,40,Train,Train,PT,3,3+
1355,1900-01-00 22:35,45,Train,Train,PT,3,3+
1090,1900-01-00 18:10,20,Vehicle Driver,Car,Car,1,1
1300,1900-01-00 21:40,20,Vehicle Driver,Car,Car,1,1
486,1900-01-00 8:06,24,Walking,Walking,Walking,1,1
515,1900-01-00 8:35,20,Walking,Walking,Walking,1,1
860,1900-01-00 14:20,7,Vehicle Driver,Car,Car,1,1
940,1900-01-00 15:40,7,Vehicle Driver,Car,Car,1,1
1035,1900-01-00 17:15,30,Vehicle Driver,Car,Car,1,1
1175,1900-01-00 19:35,15,Vehicle Driver,Car,Car,1,1
1080,1900-01-00 18:00,5,Walking,Walking,Walking,1,1
805,1900-01-00 13:25,5,Walking,Walking,Walking,1,1
868,1900-01-00 14:28,57,Train,Train,PT,4,3+
805,1900-01-00 13:25,5,Walking,Walking,Walking,1,1
868,1900-01-00 14:28,57,Train,Train,PT,4,3+
805,1900-01-00 13:25,5,Walking,Walking,Walking,1,1
868,1900-01-00 14:28,57,Train,Train,PT,4,3+
600,1900-01-00 10:00,110,Bus,Bus,PT,3,3+
915,1900-01-00 15:15,20,Walking,Walking,Walking,1,1
645,1900-01-00 10:45,15,Walking,Walking,Walking,1,1
690,1900-01-00 11:30,1,Walking,Walking,Walking,1,1
700,1900-01-00 11:40,10,Walking,Walking,Walking,1,1
720,1900-01-00 12:00,5,Walking,Walking,Walking,1,1
740,1900-01-00 12:20,5,Walking,Walking,Walking,1,1
645,1900-01-00 10:45,15,Walking,Walking,Walking,1,1
690,1900-01-00 11:30,1,Walking,Walking,Walking,1,1
700,1900-01-00 11:40,10,Walking,Walking,Walking,1,1
720,1900-01-00 12:00,5,Walking,Walking,Walking,1,1
740,1900-01-00 12:20,5,Walking,Walking,Walking,1,1
785,1900-01-00 13:05,10,Walking,Walking,Walking,1,1
1230,1900-01-00 20:30,25,Vehicle Driver,Car,Car,1,1
1380,1900-01-00 23:00,20,Vehicle Driver,Car,Car,1,1
585,1900-01-00 9:45,15,Vehicle Passenger,Car,Car,1,1
720,1900-01-00 12:00,25,Vehicle Driver,Car,Car,1,1
755,1900-01-00 12:35,15,Vehicle Driver,Car,Car,1,1
795,1900-01-00 13:15,15,Vehicle Driver,Car,Car,1,1
885,1900-01-00 14:45,15,Vehicle Driver,Car,Car,1,1
1080,1900-01-00 18:00,15,Vehicle Driver,Car,Car,1,1
1335,1900-01-00 22:15,15,Vehicle Driver,Car,Car,1,1
795,1900-01-00 13:15,15,Vehicle Passenger,Car,Car,1,1
885,1900-01-00 14:45,15,Vehicle Passenger,Car,Car,1,1
1080,1900-01-00 18:00,15,Vehicle Passenger,Car,Car,1,1
1335,1900-01-00 22:15,15,Vehicle Passenger,Car,Car,1,1
920,1900-01-00 15:20,30,Vehicle Driver,Car,Car,1,1
980,1900-01-00 16:20,40,Vehicle Driver,Car,Car,1,1
410,1900-01-00 6:50,25,Vehicle Driver,Car,Car,1,1
730,1900-01-00 12:10,10,Vehicle Driver,Car,Car,1,1
890,1900-01-00 14:50,20,Vehicle Driver,Car,Car,1,1
1320,1900-01-00 22:00,15,Vehicle Driver,Car,Car,1,1
1470,1900-01-01 0:30,15,Vehicle Driver,Car,Car,1,1
1140,1900-01-00 19:00,15,Vehicle Passenger,Car,Car,1,1
1440,1900-01-01 0:00,10,Vehicle Passenger,Car,Car,1,1
785,1900-01-00 13:05,5,Vehicle Passenger,Car,Car,1,1
770,1900-01-00 12:50,10,Vehicle Driver,Car,Car,1,1
855,1900-01-00 14:15,10,Vehicle Driver,Car,Car,1,1
770,1900-01-00 12:50,10,Vehicle Driver,Car,Car,1,1
855,1900-01-00 14:15,10,Vehicle Driver,Car,Car,1,1
770,1900-01-00 12:50,10,Vehicle Driver,Car,Car,1,1
855,1900-01-00 14:15,10,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,45,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,45,Vehicle Passenger,Car,Car,1,1
930,1900-01-00 15:30,30,Vehicle Driver,Car,Car,1,1
990,1900-01-00 16:30,40,Vehicle Driver,Car,Car,1,1
1070,1900-01-00 17:50,10,Vehicle Driver,Car,Car,1,1
1090,1900-01-00 18:10,30,Vehicle Driver,Car,Car,1,1
1070,1900-01-00 17:50,10,Vehicle Driver,Car,Car,1,1
1275,1900-01-00 21:15,10,Vehicle Driver,Car,Car,1,1
915,1900-01-00 15:15,15,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,45,Vehicle Driver,Car,Car,1,1
915,1900-01-00 15:15,15,Vehicle Passenger,Car,Car,1,1
1020,1900-01-00 17:00,45,Vehicle Driver,Car,Car,1,1
1070,1900-01-00 17:50,10,Vehicle Passenger,Car,Car,1,1
1275,1900-01-00 21:15,10,Vehicle Passenger,Car,Car,1,1
638,1900-01-00 10:38,15,Vehicle Driver,Car,Car,1,1
660,1900-01-00 11:00,15,Vehicle Driver,Car,Car,1,1
870,1900-01-00 14:30,45,Vehicle Driver,Car,Car,1,1
915,1900-01-00 15:15,45,Vehicle Driver,Car,Car,1,1
1350,1900-01-00 22:30,15,Vehicle Driver,Car,Car,1,1
705,1900-01-00 11:45,5,Vehicle Driver,Car,Car,1,1
785,1900-01-00 13:05,15,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,10,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,10,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,10,Vehicle Passenger,Car,Car,1,1
1020,1900-01-00 17:00,10,Vehicle Passenger,Car,Car,1,1
875,1900-01-00 14:35,20,Bus,Bus,PT,2,2
900,1900-01-00 15:00,35,Bus,Bus,PT,3,3+
450,1900-01-00 7:30,52,Tram,Tram,PT,3,3+
600,1900-01-00 10:00,3,Vehicle Driver,Car,Car,1,1
790,1900-01-00 13:10,10,Vehicle Driver,Car,Car,1,1
920,1900-01-00 15:20,20,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,30,Vehicle Driver,Car,Car,1,1
900,1900-01-00 15:00,40,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,30,Vehicle Passenger,Car,Car,1,1
900,1900-01-00 15:00,40,Vehicle Passenger,Car,Car,1,1
750,1900-01-00 12:30,30,Vehicle Passenger,Car,Car,1,1
900,1900-01-00 15:00,40,Vehicle Passenger,Car,Car,1,1
487,1900-01-00 8:07,98,Vehicle Passenger,Car,Car,1,1
487,1900-01-00 8:07,98,Vehicle Passenger,Car,Car,1,1
900,1900-01-00 15:00,60,Vehicle Passenger,Car,Car,1,1
1050,1900-01-00 17:30,25,Vehicle Driver,Car,Car,1,1
985,1900-01-00 16:25,5,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,10,Vehicle Driver,Car,Car,1,1
1170,1900-01-00 19:30,15,Vehicle Driver,Car,Car,1,1
1250,1900-01-00 20:50,7,Vehicle Driver,Car,Car,1,1
975,1900-01-00 16:15,60,Vehicle Driver,Car,Car,1,1
1170,1900-01-00 19:30,15,Vehicle Driver,Car,Car,1,1
1260,1900-01-00 21:00,45,Vehicle Driver,Car,Car,1,1
975,1900-01-00 16:15,60,Vehicle Passenger,Car,Car,1,1
1170,1900-01-00 19:30,15,Vehicle Passenger,Car,Car,1,1
1260,1900-01-00 21:00,45,Vehicle Passenger,Car,Car,1,1
975,1900-01-00 16:15,60,Vehicle Passenger,Car,Car,1,1
1170,1900-01-00 19:30,15,Vehicle Passenger,Car,Car,1,1
1260,1900-01-00 21:00,45,Vehicle Passenger,Car,Car,1,1
1020,1900-01-00 17:00,86,Train,Train,PT,4,3+
1330,1900-01-00 22:10,114,Train,Train,PT,4,3+
600,1900-01-00 10:00,10,Vehicle Passenger,Car,Car,1,1
660,1900-01-00 11:00,15,Vehicle Passenger,Car,Car,1,1
1140,1900-01-00 19:00,10,Vehicle Passenger,Car,Car,1,1
600,1900-01-00 10:00,10,Vehicle Driver,Car,Car,1,1
660,1900-01-00 11:00,15,Vehicle Driver,Car,Car,1,1
1140,1900-01-00 19:00,10,Vehicle Driver,Car,Car,1,1
570,1900-01-00 9:30,5,Vehicle Driver,Car,Car,1,1
595,1900-01-00 9:55,5,Vehicle Driver,Car,Car,1,1
570,1900-01-00 9:30,5,Vehicle Passenger,Car,Car,1,1
595,1900-01-00 9:55,5,Vehicle Passenger,Car,Car,1,1
735,1900-01-00 12:15,4,Vehicle Driver,Car,Car,1,1
735,1900-01-00 12:15,3,Vehicle Driver,Car,Car,1,1
900,1900-01-00 15:00,10,Vehicle Driver,Car,Car,1,1
1156,1900-01-00 19:16,11,Vehicle Passenger,Car,Car,1,1
735,1900-01-00 12:15,4,Vehicle Passenger,Car,Car,1,1
735,1900-01-00 12:15,4,Vehicle Passenger,Car,Car,1,1
1138,1900-01-00 18:58,2,Vehicle Driver,Car,Car,1,1
1275,1900-01-00 21:15,2,Vehicle Driver,Car,Car,1,1
1138,1900-01-00 18:58,2,Vehicle Passenger,Car,Car,1,1
1275,1900-01-00 21:15,2,Vehicle Passenger,Car,Car,1,1
419,1900-01-00 6:59,2,Vehicle Driver,Car,Car,1,1
555,1900-01-00 9:15,2,Vehicle Driver,Car,Car,1,1
1139,1900-01-00 18:59,1,Vehicle Passenger,Car,Car,1,1
1275,1900-01-00 21:15,2,Vehicle Passenger,Car,Car,1,1
419,1900-01-00 6:59,2,Vehicle Passenger,Car,Car,1,1
555,1900-01-00 9:15,2,Vehicle Passenger,Car,Car,1,1
600,1900-01-00 10:00,50,Vehicle Driver,Car,Car,1,1
765,1900-01-00 12:45,15,Vehicle Driver,Car,Car,1,1
870,1900-01-00 14:30,30,Vehicle Driver,Car,Car,1,1
510,1900-01-00 8:30,15,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,30,Vehicle Passenger,Car,Car,1,1
870,1900-01-00 14:30,30,Vehicle Passenger,Car,Car,1,1
510,1900-01-00 8:30,15,Vehicle Passenger,Car,Car,1,1
750,1900-01-00 12:30,30,Vehicle Passenger,Car,Car,1,1
870,1900-01-00 14:30,30,Vehicle Passenger,Car,Car,1,1
643,1900-01-00 10:43,22,Vehicle Driver,Car,Car,1,1
755,1900-01-00 12:35,17,Vehicle Driver,Car,Car,1,1
930,1900-01-00 15:30,30,Vehicle Driver,Car,Car,1,1
660,1900-01-00 11:00,60,Vehicle Driver,Car,Car,1,1
880,1900-01-00 14:40,50,Vehicle Driver,Car,Car,1,1
720,1900-01-00 12:00,10,Vehicle Driver,Car,Car,1,1
755,1900-01-00 12:35,10,Vehicle Driver,Car,Car,1,1
950,1900-01-00 15:50,30,Vehicle Driver,Car,Car,1,1
1050,1900-01-00 17:30,40,Vehicle Driver,Car,Car,1,1
780,1900-01-00 13:00,10,Vehicle Driver,Car,Car,1,1
1110,1900-01-00 18:30,70,Vehicle Driver,Car,Car,1,1
1270,1900-01-00 21:10,25,Vehicle Driver,Car,Car,1,1
615,1900-01-00 10:15,31,Vehicle Driver,Car,Car,1,1
870,1900-01-00 14:30,10,Vehicle Driver,Car,Car,1,1
1130,1900-01-00 18:50,32,Vehicle Driver,Car,Car,1,1
615,1900-01-00 10:15,31,Vehicle Passenger,Car,Car,1,1
870,1900-01-00 14:30,10,Vehicle Passenger,Car,Car,1,1
1130,1900-01-00 18:50,32,Vehicle Passenger,Car,Car,1,1
615,1900-01-00 10:15,31,Vehicle Passenger,Car,Car,1,1
870,1900-01-00 14:30,10,Vehicle Passenger,Car,Car,1,1
1130,1900-01-00 18:50,32,Vehicle Passenger,Car,Car,1,1
615,1900-01-00 10:15,31,Vehicle Passenger,Car,Car,1,1
870,1900-01-00 14:30,10,Vehicle Passenger,Car,Car,1,1
1130,1900-01-00 18:50,32,Vehicle Passenger,Car,Car,1,1
600,1900-01-00 10:00,10,Vehicle Driver,Car,Car,1,1
990,1900-01-00 16:30,10,Vehicle Driver,Car,Car,1,1
1035,1900-01-00 17:15,10,Vehicle Driver,Car,Car,1,1
1080,1900-01-00 18:00,10,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,15,Vehicle Driver,Car,Car,1,1
990,1900-01-00 16:30,15,Vehicle Driver,Car,Car,1,1
1035,1900-01-00 17:15,10,Vehicle Passenger,Car,Car,1,1
1080,1900-01-00 18:00,10,Vehicle Passenger,Car,Car,1,1
690,1900-01-00 11:30,15,Vehicle Passenger,Car,Car,1,1
990,1900-01-00 16:30,15,Vehicle Passenger,Car,Car,1,1
1035,1900-01-00 17:15,10,Vehicle Passenger,Car,Car,1,1
1080,1900-01-00 18:00,10,Vehicle Passenger,Car,Car,1,1
690,1900-01-00 11:30,15,Vehicle Passenger,Car,Car,1,1
990,1900-01-00 16:30,15,Vehicle Passenger,Car,Car,1,1
1035,1900-01-00 17:15,10,Vehicle Passenger,Car,Car,1,1
1080,1900-01-00 18:00,10,Vehicle Passenger,Car,Car,1,1
660,1900-01-00 11:00,90,Bus,Bus,PT,3,3+
1020,1900-01-00 17:00,65,Tram,Tram,PT,5,3+
555,1900-01-00 9:15,15,Vehicle Driver,Car,Car,1,1
585,1900-01-00 9:45,15,Vehicle Driver,Car,Car,1,1
630,1900-01-00 10:30,30,Vehicle Driver,Car,Car,1,1
960,1900-01-00 16:00,30,Vehicle Driver,Car,Car,1,1
1035,1900-01-00 17:15,5,Walking,Walking,Walking,1,1
1155,1900-01-00 19:15,65,Bus,Bus,PT,3,3+
780,1900-01-00 13:00,10,Walking,Walking,Walking,1,1
705,1900-01-00 11:45,15,Bicycle,Bicycle,Bicycle,1,1
745,1900-01-00 12:25,15,Vehicle Driver,Car,Car,1,1
795,1900-01-00 13:15,5,Vehicle Driver,Car,Car,1,1
845,1900-01-00 14:05,5,Vehicle Passenger,Car,Car,1,1
795,1900-01-00 13:15,5,Vehicle Passenger,Car,Car,1,1
845,1900-01-00 14:05,5,Vehicle Driver,Car,Car,1,1
590,1900-01-00 9:50,20,Vehicle Driver,Car,Car,1,1
660,1900-01-00 11:00,12,Vehicle Driver,Car,Car,1,1
1040,1900-01-00 17:20,10,Vehicle Driver,Car,Car,1,1
1051,1900-01-00 17:31,3,Vehicle Driver,Car,Car,1,1
770,1900-01-00 12:50,10,Vehicle Driver,Car,Car,1,1
1085,1900-01-00 18:05,25,Walking,Walking,Walking,1,1
1170,1900-01-00 19:30,15,Walking,Walking,Walking,1,1
1065,1900-01-00 17:45,65,Train,Train,PT,3,3+
1170,1900-01-00 19:30,15,Walking,Walking,Walking,1,1
1085,1900-01-00 18:05,25,Walking,Walking,Walking,1,1
1170,1900-01-00 19:30,15,Walking,Walking,Walking,1,1
1085,1900-01-00 18:05,25,Walking,Walking,Walking,1,1
1170,1900-01-00 19:30,15,Walking,Walking,Walking,1,1
600,1900-01-00 10:00,15,Walking,Walking,Walking,1,1
660,1900-01-00 11:00,15,Walking,Walking,Walking,1,1
800,1900-01-00 13:20,5,Walking,Walking,Walking,1,1
740,1900-01-00 12:20,90,Train,Train,PT,4,3+
1005,1900-01-00 16:45,100,Train,Train,PT,4,3+
630,1900-01-00 10:30,85,Train,Train,PT,3,3+
720,1900-01-00 12:00,30,Vehicle Driver,Car,Car,1,1
720,1900-01-00 12:00,30,Vehicle Passenger,Car,Car,1,1
330,1900-01-00 5:30,30,Vehicle Driver,Car,Car,1,1
480,1900-01-00 8:00,30,Vehicle Driver,Car,Car,1,1
555,1900-01-00 9:15,10,Vehicle Driver,Car,Car,1,1
600,1900-01-00 10:00,70,Vehicle Driver,Car,Car,1,1
1095,1900-01-00 18:15,75,Vehicle Driver,Car,Car,1,1
870,1900-01-00 14:30,10,Vehicle Driver,Car,Car,1,1
960,1900-01-00 16:00,10,Vehicle Driver,Car,Car,1,1
812,1900-01-00 13:32,88,Train,Train,PT,7,3+
1071,1900-01-00 17:51,44,Train,Train,PT,6,3+
812,1900-01-00 13:32,88,Train,Train,PT,7,3+
1071,1900-01-00 17:51,44,Train,Train,PT,6,3+
1350,1900-01-00 22:30,70,Train,Train,PT,3,3+
600,1900-01-00 10:00,4,Walking,Walking,Walking,1,1
765,1900-01-00 12:45,11,Vehicle Driver,Car,Car,1,1
1060,1900-01-00 17:40,30,Vehicle Passenger,Car,Car,1,1
715,1900-01-00 11:55,4,Walking,Walking,Walking,1,1
690,1900-01-00 11:30,45,Vehicle Driver,Car,Car,1,1
810,1900-01-00 13:30,35,Vehicle Driver,Car,Car,1,1
905,1900-01-00 15:05,20,Vehicle Driver,Car,Car,1,1
780,1900-01-00 13:00,35,Vehicle Driver,Car,Car,1,1
570,1900-01-00 9:30,45,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,20,Vehicle Driver,Car,Car,1,1
1150,1900-01-00 19:10,20,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,20,Vehicle Passenger,Car,Car,1,1
1150,1900-01-00 19:10,20,Vehicle Passenger,Car,Car,1,1
